Category,Sub-Category,Sub-Sub-Category,Product Name,Brand,Supplier Name,Product Short Description,Product Long Description,Size,Colour,Image URL,Unit of Measure,Stock Status,Unit Price,Pack Size,Minimum THC Content (%),Maximum THC Content (%),THC Content Per Unit,THC Content Per Volume,Minimum CBD Content (%),Maximum CBD Content (%),CBD Content Per Unit,CBD Content Per Volume,Dried Flower Cannabis Equivalency,Plant Type,Terpenes,GrowingMethod,Number of Items in a Retail Pack,GTIN,OCS Item Number,OCS Variant Number,Physical Dimension Width,Physical Dimension Height,Physical Dimension Depth,Physical Dimension Volume,Physical Dimension Weight,Eaches Per Inner Pack,Eaches Per Master Case,Inventory Status,Storage Criteria,Food Allergens,Ingredients,Street Name,Grow Medium,Grow Method,Grow Region,Drying Method,Trimming Method,Extraction Process,Carrier Oil,Heating Element Type,Battery Type,Rechargeable Battery,Removable Battery,Replacement Parts Available,Temperature Control,Temperature Display,Compatibility,THC Min,THC Max,CBD Min,CBD Max,Net Weight,Craft
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Organic Maple Kush Pre-Roll,The Green Organic Dutchman,THE GREEN ORGANIC DUTCHMAN,"Organic Maple Kush Pre-Rolls are a high THC, high terpene indica cross between Koloa Sunrise and GG4 with a tropical, fruity and kush-like finish.","Organic Maple Kush Pre-Rolled 3-pack is a high THC, high terpene indica in a reusable green tin. This trichome-covered high THC indica is a TGOD original cross between Koloa Sunrise and GG4. Organic Maple Kush gets its name from the Canadian organic maple syrup used to feed the soil it grows in, giving it a natural source of carbohydrates. This beautiful bud brings with it a tropical, fruity and kush-like finish, a result of myrcene and farnescene terpenes that dominate this strain's aroma and flavour.",3x0.5g,,https://cdn.ocs.ca/img/103257/00827763002894_00_compress_103257.jpg,EA,YES,14.57,12,22,28,0,0,0,2,0,0,1.5,Indica Dominant,,Hybrid-Greenhouse,0,00827763002894,103257,103257_3x0.5g___,0,0,0,,0,,12,,,,,-,Living Soil,Hybrid-Greenhouse,-,Rack and Tray,Hand Trimmed,,,,,,,,,,,220.000000,280.000000  mg/g,0.000000,20.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Top Cola Pre-Roll,CaliNorth,Tricanna Industries Inc.,Smell the beautiful mango and berry spice aroma of this stunning sativa with more than 2% terpenes. Deep purple with vibrant green undertones.,"CaliNorth Green Cush represents more than 20 years of cultivation expertise and drive to sustainably produce cannabis for Canadians. The original skunk #1 lineage of this cultivar often has this soaring sativa referred to as a strong cup of full-flavoured coffee. CaliNorth Green Cush is grown in living soil. The cultivation process uses 100% captured rainwater and is free of pesticides, herbicides and commercial fertilizers, with each plant receiving individual care and attention to ensure the highest quality. Our cultivation process sequesters 20 times more carbon than it produces. CaliNorth Green Cush is hang dried, hand trimmed, slow cold cured and is cultivated locally in Caledon, Ontario. The only Licensed Producer to be officially recognized by the Ontario Federation of Agriculture (OFA). CaliNorth Green Cush is a fruity, sticky, flavourful and vibrant sativa that you can feel good about supporting.",3x0.5g,,https://cdn.ocs.ca/img/103258/00055665000124_00_compress_103258.jpg,EA,YES,13.24,12,14,20,0,0,0,1,0,0,1.5,Sativa Dominant,,Outdoor,0,00055665000124,103258,103258_3x0.5g___,0,0,0,,0,,12,,,,,-,Living Soil,Outdoor,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,140.000000,200.000000  mg/g,0.000000,10.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Tiki Rain Pre-Roll,WAGNERS,Trichome JWC Acquisition Corp. dba JWC,A phenomenal sativa leaning hybrid that is a cross between Gorilla Candy and Candy Rain.,A phenomenal sativa leaning hybrid that is a cross between Gorilla Candy and Candy Rain. This genetic comes from the famous Tiki Madman and boasts high THC and incredible sweet and spicy aromas.,3x0.5g,,https://cdn.ocs.ca/img/103259/00846067001143_00_compress_103259.jpg,EA,NO,10.45,24,20,28.5,0,0,0,1,0,0,1.5,Sativa Dominant,,Indoor,0,00846067001143,103259,103259_3x0.5g___,0,0,0,,0,,24,,,,,-,Aeroponics,Indoor,-,Hang Dry,Machine Trimmed and Hand Groomed,,,,,,,,,,,200.000000,285.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Blue Lime Pie Pre-Roll,WAGNERS,Trichome JWC Acquisition Corp. dba JWC,"This stunning hybrid strain is perfect for the ebbs and flows of long days, relaxing weekends, late nights and quiet afternoons.","This stunning hybrid strain is perfect for the ebbs and flows of long days, relaxing weekends, late nights and quiet afternoons. Purple hues contrast sharply with orange pistils and are balanced by different shades of green. A hybrid strain that leans slightly to the indica side of the spectrum and smokes smooth with flavours of citrus, orange zest and earth.",3x0.5g,,https://cdn.ocs.ca/img/103260/00846067000887_00_compress_103260.jpg,EA,YES,10.45,24,20,25,0,0,0,1,0,0,1.5,Hybrid,,Indoor,0,00846067000887,103260,103260_3x0.5g___,0,0,0,,0,,24,,,,,-,Aeroponics,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,250.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Wedding Mint Pre-Roll,Truro,TRURO CANNABIS INC.,Wedding Mint Pre-Rolls from Truro Cannabis are produced from a unique and potent indica-dominant hybrid of Wedding Cake and Kush Mints 11.,"Wedding Mint Pre-Rolls from Truro Cannabis are produced from the premium whole flower of our popular Truro Wedding Mint craft cultivar -- a unique and potent indica-dominant hybrid of Wedding Cake and Kush Mints 11 with a sweet, earthy and peppery profile. Truro Wedding Mint is proudly grown on the East Coast in Truro, Nova Scotia in our state-of-the-art production facilities, where each bud is carefully cultivated, hang-dried, hand-trimmed, slow-cured and hand-packaged for a best-in-class craft cannabis experience. Wedding Mint Pre-Rolls are produced from the whole flower of our best-in-class batches and we have refined our mixing and milling processes to mirror the quality and THC levels of our popular whole flower products. All Truro Pre-Rolls are hand-weighed and hand-packaged.",3x0.5g,,https://cdn.ocs.ca/img/103261/00897007000818_00_compress_103261.jpg,EA,YES,13.24,24,25,33,0,0,0,1,0,0,1.5,Indica Dominant,,Indoor,0,00897007000818,103261,103261_3x0.5g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,250.000000,330.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Tweed Quickies Kush Mints Joint Pre-Roll,Tweed,Tweed Inc.,"Tweed Quickies pre-rolls are evenly milled and machine rolled for a consistent burn. Made with Kush Mints, an indica-leaning hybrid, high THC strain.","Tweed Quickies pre-rolls are evenly milled and machine rolled for a consistent burn. These Quickies are made with Kush Mints, a high THC indica-dominant hybrid strain known for its unique minty and earthy flavour and aroma profile. Kush Mints comes from a cross of Animal Mints and Bubba Kush. Tweed Quickies come in a convenient, recyclable case, keeping them sealed, protected and ready when you are.",10x0.35g,,https://cdn.ocs.ca/img/103262/00688083011191_00_compress_103262.jpg,EA,NO,18.55,24,20,26,0,0,0,0.1,0,0,3.5,Hybrid,,Indoor,0,00688083011191,103262,103262_10x0.35g___,0,0,0,,0,,24,,,,,-,Soil Substitute,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,1.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Ultra Sour Joint Pre-Roll,Doja,Tweed Inc.,"Masterfully pre-rolled joints containing Doja Ultra Sour, a sativa-dominant strain with a East Coast Sour Diesel and MK Ultra lineage.","Masterfully pre-rolled joints containing Doja Ultra Sour, a high THC, sativa-dominant strain. Doja Ultra Sour is bred from OG strains East Coast Sour Diesel and MK Ultra. Together this lineage creates a strain that emits a pungent citrus aroma and flavour profile. Ultra Sour's pungent aroma is complemented by its unique buds covered in trichomes and lots of dark orange pistils.",3x0.5g,,https://cdn.ocs.ca/img/103263/00688083011078_00_compress_103263.jpg,EA,NO,10.95,24,20,26,0,0,0,0.1,0,0,1.5,Sativa Dominant,,Indoor,0,00688083011078,103263,103263_3x0.5g___,0,0,0,,0,,24,,,,,-,Soil Substitute,Indoor,-,Hang Dry,-,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,1.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Gelato #33 Pre-Roll,LOT420,UNITED GREENERIES LTD.,"With sweet and citrusy flavours, Gelato #33 is an indica hybrid cross of Sunset Sherbet and Thin Mint GSC that is now available in a pre-roll format.","With sweet and citrusy flavours, Gelato #33 is an indica hybrid that crosses Sunset Sherbet and Thin Mint GSC. LOT420 is a licensed cannabis producer located southeast of Montreal in Quebec's Eastern Townships, focused on producing hand-crafted, select batch and high-grade flower. Using proven methods developed in-house, every batch is thoughtfully cultivated, hang-dried, cured and hand-trimmed to give consumers a high grade product.",2x1g,,https://cdn.ocs.ca/img/103264/00628242051651_00_compress_103264.jpg,EA,YES,19.21,12,22,30,0,0,0,2,0,0,2,Indica Dominant,,Indoor,0,00628242051651,103264,103264_2x1g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,220.000000,300.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Discovery Pack Pre-Roll,Citizen Stash,Valens Agritech Ltd.,"Our Discovery Pack features a set of our favourite strains. Currently featuring Banana Berry Kush, Lemon Pound Cake, Grease Monkey and Ape Tape.","The Citizen Stash Discovery Pack features a rotating set of our favourite strain finds of the moment. Currently featuring Banana Berry Kush, Lemon Pound Cake, Grease Monkey and Ape Tape. Each pre-roll has a soft grind and tight pack for a steady and smooth smoke.",4x0.5g,,https://cdn.ocs.ca/img/103265/00824164001914_00_compress_103265.jpg,EA,YES,16.56,12,20,26,0,0,0,1,0,0,2,Hybrid,,Indoor,0,00824164001914,103265,103265_4x0.5g___,0,0,0,,0,,12,,,,,Banana Berry Kush,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,CNDYLND Pre-Roll,Contraband,Valens Agritech Ltd.,Bred from Grandaddy Purp and Bay Platinum Cookies it has a sweet start with a pine finish.,Bred from Grandaddy Purp and Bay Platinum Cookies it has a sweet start with a pine finish.,1x1g,,https://cdn.ocs.ca/img/103266/00824164001617_00_compress_103266.jpg,EA,YES,9.26,12,20,26,0,0,0,1,0,0,1,Sativa Dominant,,Indoor,0,00824164001617,103266,103266_1x1g___,0,0,0,,0,,12,,,,,-,Suspended Hydroponic,Indoor,-,Hang Dry,-,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Jungle Breath Pre-Roll,Citizen Stash,Valens Agritech Ltd.,Citizen Stash Jungle Breath pre-rolls feature Kush traits of gas and skunk notes balanced by fruity and citrus flavours.,Citizen Stash Jungle Breath pre-rolls feature Kush traits of gas and skunk notes balanced by fruity and citrus flavours. Each pre-roll has a soft grind and tight pack for a steady and smooth smoke.,3x0.5g,,https://cdn.ocs.ca/img/103267/00824164001808_00_compress_103267.jpg,EA,YES,12.58,12,20,26,0,0,0,1,0,0,1.5,Indica Dominant,,Indoor,0,00824164001808,103267,103267_3x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Sunset Sherbet Pre-Roll,Citizen Stash,Valens Agritech Ltd.,"Citizen Stash Sunset Sherbet pre-rolls give off sweet aromas of bubble gum and berries, and tastes of sherbet with a sweet, earthy aftertaste.","Citizen Stash Sunset Sherbet pre-rolls give off sweet aromas of bubble gum and berries, and tastes of sherbet with a sweet, earthy aftertaste. Each pre-roll has a soft grind and tight pack for a steady and smooth smoke.",3x0.5g,,https://cdn.ocs.ca/img/103268/00824164001891_00_compress_103268.jpg,EA,YES,12.58,12,20,26,0,0,0,1,0,0,1.5,Indica Dominant,,Indoor,0,00824164001891,103268,103268_3x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Fruity Pebbles OG Pre-Roll,Citizen Stash,Valens Agritech Ltd.,Citizen Stash FP OG pre-rolls feature sweet tropical citrus flavours with a spicy kick. Each pre-roll has a soft grind and tight pack.,Citizen Stash FP OG pre-rolls feature sweet tropical citrus flavours with a spicy kick. Each pre-roll has a soft grind and tight pack for a steady and smooth smoke.,3x0.5g,,https://cdn.ocs.ca/img/103269/00824164001907_00_compress_103269.jpg,EA,YES,12.58,12,20,26,0,0,0,1,0,0,1.5,Indica Dominant,,Indoor,0,00824164001907,103269,103269_3x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,Machine Trimmed,,,,,,,,,,,200.000000,260.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Sativa 20 Plus Pre-Roll,Weed Me Grind,WEED ME INC,Weed Me's sativa pre-rolls are strain specific and contain 10 x 0.35g pre-rolls.,"Presenting Weed Me's strain specific 0.35g pre-rolls! This sativa dominant strain boasts a very strong THC potency potential, is milled and then filled into light-weight paper cones with a paper mouth piece.",10x0.35g,,https://cdn.ocs.ca/img/103270/00843087001498_00_compress_103270.jpg,EA,YES,21.21,12,29,35,0,0,0,1,0,0,3.5,Sativa Dominant,,Indoor,0,00843087001498,103270,103270_10x0.35g___,0,0,0,,0,,12,,,,,-,-,Indoor,-,Hang Dry,Machine Trimmed,,,,,,,,,,,290.000000,350.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Scotti's Cake Pre-Roll,Weed Me,WEED ME INC,Enjoy the sweet grape aroma of this hybrid strain.,"Scotti's Cake est une variété hybride à fort potentiel de puissance en THC. Il est obtenu en croisant Biscotti, Gelato 41 et Animal Mints BX1. Son arôme est de raisin doux avec des notes de pétrole. La saveur est également douce avec des nuances de vanille. Le cannabis est broyé et ensuite rempli en cônes de papier léger avec une bouche à papier.",3x0.5g,,https://cdn.ocs.ca/img/103271/00843087001726_00_compress_103271.jpg,EA,YES,12.58,24,24,34,0,0,0,1,0,0,1.5,Hybrid,,Indoor,0,00843087001726,103271,103271_3x0.5g___,0,0,0,,0,,24,,,,,-,Rockwool,Indoor,-,Hang Dry,-,,,,,,,,,,,240.000000,340.000000  mg/g,0.000000,10.000000  mg/g,,NO
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Frosted Cherry Cookies Pre-Roll,Qwest,WestLeaf Labs LP,"Cherry Cookies gives you a dank, cakey and all-around earthy rich quality with a kick of fruit and sweetness and a dial-up in the potency department.","Qwest was born from a deep appreciation for the plant and its process. We are here for the journey every grower undertakes with each new harvest and we respect that even with the most familiar cultivars there's always opportunity to go beyond the ordinary. Frosted, berry and very bright, meet Frosted Cherry Cookies. Cherry Cookies, an offshoot of the GSC genetic dynasty, gives you that dank, cakey and all-around earthy rich quality with a kick of fruit and sweetness and a dial-up in the potency department thanks to its cross with The White. This defies its GSC undertones with a brighter profile and distinct punch in flavour that mirrors a sour cultivar.",2x0.5g,,https://cdn.ocs.ca/img/103272/00840773001282_00_compress_103272.jpg,EA,YES,9.92,12,24,30,0,0,0,2,0,0,1,Hybrid,,Indoor,0,00840773001282,103272,103272_2x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,240.000000,300.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Icicle Pre-Roll,Qwest,WestLeaf Labs LP,"Sour tart berries, a bit of chemical fumes and elements of diesel and pine, White Sherbet crossed with Jet Fuel Gelato will do that.","Qwest was born from a deep appreciation for the plant and its process. We are here for the journey every grower undertakes with each new harvest and we respect that even with the most familiar cultivars there's always opportunity to go beyond the ordinary. Sour tart berries, a bit of chemical fumes and elements of diesel and pine, White Sherbet crossed with Jet Fuel Gelato will do that. A cone dipped in petrol and sprinkled with whiffs of grape is what Icicle entails. Frosted buds to match the icy quality of its trichomes against colours of emerald and hues of purple.",2x0.5g,,https://cdn.ocs.ca/img/103273/00840773001459_00_compress_103273.jpg,EA,NO,9.92,12,22,28,0,0,0,2,0,0,1,Hybrid,,Indoor,0,00840773001459,103273,103273_2x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,220.000000,280.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Apple Mac Pre-Roll,Qwest,WestLeaf Labs LP,"Dialling up the apple rind, sweet flesh and juicy elements of the Mac with the potent, dank and citrus rich diesel of Trophy Wife.","Qwest was born from a deep appreciation for the plant and its process. We are here for the journey every grower undertakes with each new harvest and we respect that even with the most familiar cultivars there's always opportunity to go beyond the ordinary. Embrace the ripe side of the Mac. Dialling up the apple rind, sweet flesh and juicy elements of the Mac with the potent, dank and citrus rich diesel of Trophy Wife gives you more than your Red Delicious. Not fit for a pie and definitely not found at any orchard, Apple Mac is worth bobbing for.",2x0.5g,,https://cdn.ocs.ca/img/103274/00840773001329_00_compress_103274.jpg,EA,YES,9.92,12,25,31,0,0,0,2,0,0,1,Hybrid,,Indoor,0,00840773001329,103274,103274_2x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,250.000000,310.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Family Pack Pre-Roll,Qwest,WestLeaf Labs LP,"Our very first sampler multi-pack pre-rolls, with four cultivar varietals packaged in individual 0.5g pre-rolls.?","Qwest is excited to introduce its very first sampler multi-pack pre-rolls, with four cultivar varietals packaged in individual 0.5g pre-rolls.​ Discover two core Qwest genetics currently in market with the special bonus of a reserve cultivar and a fourth sample of our newest harvest.​ ​Each package is a testament to our dedication to authentic, unique and interesting cultivars, abiding by the same craft process and providing a convenient format to partake in Qwest family genetics.",4x0.5g,,https://cdn.ocs.ca/img/103275/00840773001305_00_compress_103275.jpg,EA,NO,19.88,12,25,31,0,0,0,2,0,0,2,Hybrid,,Indoor,0,00840773001305,103275,103275_4x0.5g___,0,0,0,,0,,12,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,-,,,,,,,,,,,250.000000,310.000000  mg/g,0.000000,20.000000  mg/g,,YES
Flower,Pre-Rolls,Single-Strain Pre-Rolls,Craft Golden Berry Pre-Rolls,Mood Ring,9354-7537 Quebec Inc. (Neptune Wellness Solutions),Craft Golden Berry 3 x 0.5g Pre-Roll. Indica dominant hybrid with a sweet-spicy berry taste which is delicate and natural without being overpowering.,"We’ve taken everything we love about the Craft Golden Berry and put it in a pre-roll. Craft Golden Berry is an indica dominant hybrid with a sweet-spicy berry taste which is delicate and natural without being overpowering. The flavour profile includes undertones of red berries, slight skunk and pine aftertaste. Using only premium whole flower and organic hemp paper. Packaged in fully compostable pop-tube. 3 x 0.5g Pre-Rolls per package.",3x0.5g,,https://cdn.ocs.ca/img/102640/00628451574941_a1c1_compress_102640.jpg,EA,NO,10.59,24,18,21,0,0,0,3,0,0,1.5,Indica Dominant,"Caryophyllene,Farnasene,Limonene,Linalool,Linalool",Indoor,0,00628451574941,102640,102640_3x0.5g___,0,0,0,,0,,24,,,,,-,Cocoa Fibre,Indoor,-,Hang Dry,Hand Trimmed,,,,,,,,,,,180.000000,210.000000  mg/g,0.000000,30.000000  mg/g,,NO
