Order Qty (cases),List Type,SKU/MBLL Item Number,UPC/GTIN,Supplier,Brand,Type,Sub-Type,Description1,THC range,CBD range,Unit Vol/Size,Unit of Measure,Unit Price,Units Per Case,Case Price,Product Notifications
,CANNABIS AVAILABLE,41355,628176810324,ONELEAF CANNABIS CORP,ONE LEAF,DRIED FLOWER,WHOLE BUD/FLOWER,HYBRID FLOWER,180 - 230 mg/g,.0001 - 70 mg/g,7,g,41.69,24,1000.56, 
,CANNABIS AVAILABLE,41356,628176810331,ONELEAF CANNABIS CORP,ONE LEAF,DRIED FLOWER,WHOLE BUD/FLOWER,HYBRID FLOWER,170 - 230 mg/g,.0001 - 70 mg/g,7,g,26.71,24,641.04, 
,CANNABIS AVAILABLE,41357,628176810317,ONELEAF CANNABIS CORP,ONE LEAF,DRIED FLOWER,WHOLE BUD/FLOWER,HYBRID FLOWER,180 - 230 mg/g,.0001 - 70 mg/g,7,g,26.71,24,641.04, 
,CANNABIS AVAILABLE,41359,628242300032,ACREAGE PHARMS LTD,PEERS,DRIED FLOWER,WHOLE BUD/FLOWER,GSC,200 - 250 mg/g,.0003 - 10 mg/g,3.5,g,22.48,12,269.76, 
,CANNABIS AVAILABLE,41360,628242300049,ACREAGE PHARMS LTD,PEERS,DRIED FLOWER,WHOLE BUD/FLOWER,GSC,200 - 250 mg/g,.0001 - 10 mg/g,7,g,29.63,12,355.56, 
,CANNABIS AVAILABLE,41361,628242309301,ACREAGE PHARMS LTD,PEERS,DRIED FLOWER,WHOLE BUD/FLOWER,GREEN CUSH,162 - 230 mg/g,.0001 - 10 mg/g,7,g,29.63,12,355.56, 
,CANNABIS AVAILABLE,41367,688083007743,CANOPY GROWTH CORPORATION,DEEP SPACE,EDIBLES-BEVERAGES LIQUID,SODAS (LIQ),DEEP SPACE LIMON SPLASHDOWN,10 - 10 mg/unit,.001 - 1 mg/unit,222,ml,4.79,12,57.48, 
,CANNABIS AVAILABLE,41368,688083006531,CANOPY GROWTH CORPORATION,DOJA,DRIED FLOWER,WHOLE BUD/FLOWER,SOUR GLUE,210 - 270 mg/g,.0003 - 1 mg/g,3.5,g,17.47,12,209.64, 
,CANNABIS AVAILABLE,41371,688083007231,CANOPY GROWTH CORPORATION,DOJA,DRIED FLOWER,WHOLE BUD/FLOWER,GMO GARLIC BREATH,200 - 260 mg/g,.0003 - 1 mg/g,3.5,g,17.47,12,209.64, 
,CANNABIS AVAILABLE,41372,688083004834,CANOPY GROWTH CORPORATION,TWD,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,MIXED BERRY 5X3.5G,10 - 10 mg/unit,.001 - 1 mg/unit,17.5,g,3.74,12,44.88, 
,CANNABIS AVAILABLE,41375,824164000788,VALENS AGRITECH LTD,VERSE CONCENTRATES,EXTRACTS INHALED,HASH,VERSE CONCENTRATES HASH 2G,578 - 782 mg/unit,.001 - 160 mg/unit,2,g,23.26,12,279.12, 
,CANNABIS AVAILABLE,41378,628242701662,CANADA'S ISLAND GARDEN INC,FIGR,VAPE,CARTRIDGE 510,MELON 510 VAPE CARTRIDGE,820 - 820 mg/unit,.001 - 5 mg/unit,1,g,27.96,12,335.52, 
,CANNABIS AVAILABLE,41382,628242701693,CANADA'S ISLAND GARDEN INC,FIGR,DRIED FLOWER,WHOLE BUD/FLOWER,GO CHILL SOUR OG CHEESE,220 - 300 mg/g,.0003 - 20 mg/g,3.5,g,18.12,24,434.88, 
,CANNABIS AVAILABLE,41383,628242701709,CANADA'S ISLAND GARDEN INC,FIGR,DRIED FLOWER,PRE-ROLLED,GO CHILL POWDRD DONUTS PR3X.5G,200 - 260 mg/g,.0007 - 20 mg/g,1.5,g,10.65,24,255.6, 
,CANNABIS AVAILABLE,41385,628242701716,CANADA'S ISLAND GARDEN INC,FIGR,DRIED FLOWER,PRE-ROLLED,GO CHILL SOUR OG CH PR3X.5G,220 - 280 mg/g,.0007 - 20 mg/g,1.5,g,10.65,24,255.6, 
,CANNABIS AVAILABLE,41397,627965002490,TERRASCEND CANADA,HAVEN ST. PREMIUM,DRIED FLOWER,WHOLE BUD/FLOWER,INDIGO DAZE SENSI STAR,200 - 270 mg/g,.0001 - 10 mg/g,14,g,76.85,6,461.1, 
,CANNABIS AVAILABLE,41398,627965002506,TERRASCEND CANADA,HAVEN ST. PREMIUM,DRIED FLOWER,WHOLE BUD/FLOWER,NOISY NEIGHBOUR ULTRA SOUR,200 - 270 mg/g,.0001 - 10 mg/g,14,g,76.85,6,461.1, 
,CANNABIS AVAILABLE,41400,627965002520,TERRASCEND CANADA,HAVEN ST. PREMIUM,DRIED FLOWER,WHOLE BUD/FLOWER,BANANA PURPLE PUNCH,200 - 260 mg/g,.0003 - 10 mg/g,3.5,g,25.75,12,309, 
,CANNABIS AVAILABLE,41401,627965002483,TERRASCEND CANADA,HAVEN ST. PREMIUM,DRIED FLOWER,WHOLE BUD/FLOWER,LEMON POUND CAKE,170 - 250 mg/g,0 - 10 mg/g,28,g,123.17,6,739.02, 
,CANNABIS AVAILABLE,41402,627965002667,TERRASCEND CANADA,HAVEN ST. PREMIUM,DRIED FLOWER,MILLED/BLENDED,GLOOKIES READ TO ROLL MILLED,200 - 240 mg/g,.0001 - 10 mg/g,7,g,27.46,12,329.52, 
,CANNABIS AVAILABLE,41403,695275000994,TANTALUS LABS,TANTALUS LABS,DRIED FLOWER,WHOLE BUD/FLOWER,WEDDING CRASHERS,220 - 260 mg/g,.0003 - 10 mg/g,3.5,g,22.72,12,272.64, 
,CANNABIS AVAILABLE,41407,695275001021,TANTALUS LABS,TANTALUS LABS,DRIED FLOWER,PRE-ROLLED,KUSH PUNCH PR7X0.5G,200 - 240 mg/g,.0003 - 10 mg/g,3.5,g,19.65,12,235.8, 
,CANNABIS AVAILABLE,41415,628176844152,WEST ISLAND CULTURE,CITOYEN,DRIED FLOWER,WHOLE BUD/FLOWER,MONKEY GREASE,140 - 190 mg/g,1 - 35 mg/g,3.5,g,14.85,12,178.2, 
,CANNABIS AVAILABLE,41417,841432014049,PEACE NATURALS INC,SPINACH,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,SPINACH FEELZ - THC+CBG,10 - 10 mg/unit,.001 - .04 mg/unit,10,g,5.31,12,63.72, 
,CANNABIS AVAILABLE,41418,628176844176,WEST ISLAND CULTURE,CITOYEN,DRIED FLOWER,WHOLE BUD/FLOWER,MONKEY GREASE,140 - 190 mg/g,1 - 35 mg/g,14,g,55.59,6,333.54, 
,CANNABIS AVAILABLE,41419,628176844169,WEST ISLAND CULTURE,CITOYEN,DRIED FLOWER,WHOLE BUD/FLOWER,MONKEY GREASE,140 - 190 mg/g,1 - 35 mg/g,28,g,103.33,6,619.98, 
,CANNABIS AVAILABLE,41420,841432013240,PEACE NATURALS INC,SPINACH,VAPE,CARTRIDGE 510,PINEAPPLE PARADISE 510 VAPE,776 - 824 mg/unit,.001 - 100 mg/unit,1,g,27.20,12,326.4, 
,CANNABIS AVAILABLE,41423,841432013233,PEACE NATURALS INC,SPINACH,VAPE,CARTRIDGE 510,ATOMIC SOUR GRAPEFRT 510 VAPE,776 - 824 mg/unit,.001 - 100 mg/unit,1,g,27.20,12,326.4, 
,CANNABIS AVAILABLE,41424,841432013165,PEACE NATURALS INC,SPINACH,VAPE,CARTRIDGE 510,COSMIC GREEN APPLE 510 VAPE,776 - 824 mg/unit,.001 - 100 mg/unit,1,g,27.20,12,326.4, 
,CANNABIS AVAILABLE,41425,841432013219,PEACE NATURALS INC,SPINACH,VAPE,CARTRIDGE 510,BLUEBERRY DYNAMITE 510 VAPE,776 - 824 mg/unit,.001 - 100 mg/unit,1,g,27.20,12,326.4, 
,CANNABIS AVAILABLE,41428,841432010300,PEACE NATURALS INC,SPINACH,DRIED FLOWER,WHOLE BUD/FLOWER,ATOMIC SOUR GRAPEFRUIT,22 - 28 mg/g,.0003 - 1 mg/g,3.5,g,22.38,24,537.12, 
,CANNABIS AVAILABLE,41430,841432010294,PEACE NATURALS INC,SPINACH,DRIED FLOWER,WHOLE BUD/FLOWER,COCOA BOMBA,22 - 28 mg/g,.0003 - 1 mg/g,3.5,g,22.38,24,537.12, 
,CANNABIS AVAILABLE,41441,800447000812,INDIVA INC,ARTISAN BATCH,DRIED FLOWER,WHOLE BUD/FLOWER,CEREAL MILK,200 - 260 mg/g,.0003 - 9 mg/g,3.5,g,29.89,12,358.68, 
,CANNABIS AVAILABLE,41444,800447000911,INDIVA INC,ARTISAN BATCH,DRIED FLOWER,WHOLE BUD/FLOWER,SOUR GLUE,200 - 260 mg/g,.0003 - 9 mg/g,3.5,g,29.89,12,358.68, 
,CANNABIS AVAILABLE,41447,800447000898,INDIVA INC,ARTISAN BATCH,DRIED FLOWER,WHOLE BUD/FLOWER,STICKY LARRY,160 - 220 mg/g,.0003 - 9 mg/g,3.5,g,29.89,12,358.68, 
,CANNABIS CBD AVAILABLE,41450,800447000386,INDIVA INC,WANA,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,STRAWBERRY 10:1 10X9GR GUMMIES,.001 - 2 mg/unit,.001 - 20 mg/unit,90,g,15.60,12,187.2, 
,CANNABIS AVAILABLE,41454,627965002575,TERRASCEND CANADA,HAVEN ST. PREMIUM,DRIED FLOWER,PRE-ROLLED,LEMON POUND CAKE PR7X0.5G,170 - 250 mg/g,.0003 - 10 mg/g,3.5,g,27.66,12,331.92, 
,CANNABIS AVAILABLE,41455,627965002476,TERRASCEND CANADA,HAVEN ST. PREMIUM,DRIED FLOWER,PRE-ROLLED,RETROGRADE KUSH COOKIE PR5X.5G,180 - 240 mg/g,.04 - 10 mg/g,2.5,g,19.48,12,233.76, 
,CANNABIS AVAILABLE,41456,689285002048,DELTA 9 BIO-TECH,DELTA 9,EXTRACTS INHALED,HASH,ONYX HASH,560 - 700 mg/unit,.001 - 2 mg/unit,2,g,13.08,12,156.96, 
,CANNABIS AVAILABLE,41459,689285001911,DELTA 9 BIO-TECH,DELTA 9,DRIED FLOWER,WHOLE BUD/FLOWER,GROWER'S RESERVE,160 - 220 mg/g,0 - 1 mg/g,28,g,65.78,6,394.68, 
,CANNABIS AVAILABLE,41483,689285002215,DELTA 9 BIO-TECH,DELTA 9,DRIED FLOWER,WHOLE BUD/FLOWER,ELECTRIC PUNCH,180 - 220 mg/g,0 - 1 mg/g,28,g,73.68,6,442.08, 
,CANNABIS AVAILABLE,41484,689285002222,DELTA 9 BIO-TECH,DELTA 9,DRIED FLOWER,WHOLE BUD/FLOWER,WHITE OUT,170 - 220 mg/g,0 - 1 mg/g,28,g,73.68,6,442.08, 
,CANNABIS AVAILABLE,41485,826061228333,AUXLY CHARLOTTETOWN INC,BACK FORTY,EDIBLES-CANDY/CHOCOLATE/CONFEC,CHOCOLATE-MILK,S'MORES 1X7.5G,10 - 10 mg/unit,.001 - .001 mg/unit,7.5,g,2.99,12,35.88, 
,CANNABIS AVAILABLE,41490,826061228340,AUXLY CHARLOTTETOWN INC,FORAY,EDIBLES-CANDY/CHOCOLATE/CONFEC,CHOCOLATE-WHITE,STRAWBERRY MILKSHAKE 1X10G,10 - 10 mg/unit,10 - 10 mg/unit,10,g,3.01,12,36.12, 
,CANNABIS AVAILABLE,41492,826061228326,AUXLY CHARLOTTETOWN INC,KOLAB,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,BCP LIVE RESIN CHEWS 2X5G,10 - 10 mg/unit,.001 - .001 mg/unit,10,g,4.07,12,48.84, 
,CANNABIS AVAILABLE,41494,826061228289,AUXLY CHARLOTTETOWN INC,BACK FORTY,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,SOUR GRAPE SOFT CHEWS 4X5G,10 - 10 mg/unit,.001 - .001 mg/unit,20,g,2.99,12,35.88, 
,CANNABIS CBD AVAILABLE,41499,826061228241,AUXLY CHARLOTTETOWN INC,DOSECANN,EXTRACTS INGESTED,GEL CAPS,CBD 50 CAPSULES 30X0.52G,.001 - .001 mg/unit,1497.6 - 1497.6 mg/unit,15.6,g,30.37,12,364.44, 
,CANNABIS CBD AVAILABLE,41504,826061224014,AUXLY CHARLOTTETOWN INC,DOSECANN,EXTRACTS INGESTED,INFUSED EDIBLE OILS,CBD OIL,30 - 30 mg/unit,780 - 780 mg/unit,30,ml,15.05,6,90.3, 
,CANNABIS AVAILABLE,41536,826061228159,AUXLY CHARLOTTETOWN INC,KOLAB,VAPE,CARTRIDGE 510,BLACK CHERRY PUNCH 510 VAPE,425 - 475 mg/unit,.001 - .001 mg/unit,0.5,g,26.40,12,316.8, 
,CANNABIS CBD AVAILABLE,41537,826061228203,AUXLY CHARLOTTETOWN INC,FORAY,VAPE,CARTRIDGE 510,HAWAIIAN DREAM SATIVA 510 VAPE,135 - 135 mg/unit,255 - 255 mg/unit,0.5,g,17.31,12,207.72, 
,CANNABIS AVAILABLE,41538,826061228906,AUXLY CHARLOTTETOWN INC,KOLAB,VAPE,CARTRIDGE 510,INDICA ICC 510 VAPE,430 - 430 mg/unit,.001 - .001 mg/unit,0.5,g,26.03,12,312.36, 
,CANNABIS CBD AVAILABLE,41539,826061228265,AUXLY CHARLOTTETOWN INC,FORAY,VAPE,CARTRIDGE 510,CBD MINT 510 VAPE,24.5 - 24.5 mg/unit,650 - 650 mg/unit,1,g,22.88,12,274.56, 
,CANNABIS AVAILABLE,41541,826061228272,AUXLY CHARLOTTETOWN INC,KOLAB,VAPE,CARTRIDGE 510,SLURRICANE 510 VAPE,845 - 845 mg/unit,.001 - .001 mg/unit,1,g,38.95,12,467.4, 
,CANNABIS AVAILABLE,41542,826061228128,AUXLY CHARLOTTETOWN INC,FORAY,VAPE,CARTRIDGE 510,MAUI WOWIE SATIVA 510 VAPE,800 - 800 mg/unit,.001 - .001 mg/unit,1,g,29.22,12,350.64, 
,CANNABIS AVAILABLE,41576,628242850452,THC BIOMED LTD,THC KISS,EDIBLES-BEVERAGES LIQUID,BOOST/SHOTS (LIQ),THC KISS GUAVA SHOT,9 - 10 mg/unit,.001 - .001 mg/unit,30,ml,3.33,24,79.92, 
,CANNABIS AVAILABLE,41577,628242850834,THC BIOMED LTD,THC KISS,EDIBLES-BEVERAGES LIQUID,BOOST/SHOTS (LIQ),THC KISS MANGO SHOT,9 - 10 mg/unit,.001 - .001 mg/unit,30,ml,3.33,24,79.92, 
,CANNABIS AVAILABLE,41578,628242850575,THC BIOMED LTD,THC KISS,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,STRAWBERRY GUMMIES 4X3.5G,9 - 10 mg/unit,.001 - .001 mg/unit,14,g,2.65,12,31.8, 
,CANNABIS AVAILABLE,41579,628242850773,THC BIOMED LTD,THC KISS,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,ORANGE GUMMIES 4X3.5G,9 - 10 mg/unit,.001 - .001 mg/unit,14,g,2.65,12,31.8, 
,CANNABIS AVAILABLE,41580,628242850025,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,THC SATIVA,184 - 200 mg/g,.0003 - .0857 mg/g,3.5,g,18.12,12,217.44, 
,CANNABIS AVAILABLE,41581,628242850056,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,THC INDICA,196 - 250 mg/g,.0003 - .3143 mg/g,3.5,g,18.12,12,217.44, 
,CANNABIS AVAILABLE,41582,628242850087,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,THC HYBRID,189 - 230 mg/g,.0003 - .4 mg/g,3.5,g,18.12,12,217.44, 
,CANNABIS AVAILABLE,41583,628242850766,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,DRAGON'S LETTUCE,190 - 240 mg/g,.0003 - .1143 mg/g,3.5,g,21.39,12,256.68, 
,CANNABIS CBD AVAILABLE,41584,628242850117,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,CBD INDICA,50 - 100 mg/g,82 - 130 mg/g,3.5,g,18.12,12,217.44, 
,CANNABIS CBD AVAILABLE,41585,628242850810,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,CBD SATIVA,50 - 100 mg/g,82 - 130 mg/g,3.5,g,18.12,12,217.44, 
,CANNABIS AVAILABLE,41586,628242850032,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,THC SATIVA,184 - 200 mg/g,.0001 - .2571 mg/g,7,g,34.72,12,416.64, 
,CANNABIS AVAILABLE,41587,628242850063,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,THC INDICA,196 - 250 mg/g,.0001 - .3143 mg/g,7,g,34.72,12,416.64, 
,CANNABIS AVAILABLE,41588,628242850094,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,THC HYBRID,189 - 230 mg/g,.0001 - .4 mg/g,7,g,34.72,12,416.64, 
,CANNABIS AVAILABLE,41589,628242850599,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,DRAGON'S LETTUCE,190 - 240 mg/g,.0001 - .1 mg/g,7,g,39.08,12,468.96, 
,CANNABIS CBD AVAILABLE,41590,628242850124,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,CBD INDICA,50 - 100 mg/g,82 - 130 mg/g,7,g,34.72,12,416.64, 
,CANNABIS CBD AVAILABLE,41591,628242850827,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,CBD SATIVA,50 - 100 mg/g,82 - 130 mg/g,7,g,34.72,12,416.64, 
,CANNABIS AVAILABLE,41592,628242850544,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,BIOMED SATIVA,164 - 170 mg/g,.0001 - .2333 mg/g,15,g,53.68,6,322.08, 
,CANNABIS AVAILABLE,41593,628242850551,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,BIOMED INDICA,160 - 180 mg/g,.0001 - .0001 mg/g,15,g,53.68,6,322.08, 
,CANNABIS AVAILABLE,41594,628242850568,THC BIOMED LTD,THC BIOMED,DRIED FLOWER,WHOLE BUD/FLOWER,BIOMED HYBRID,181 - 190 mg/g,.0001 - .4 mg/g,15,g,53.68,6,322.08, 
,CANNABIS AVAILABLE,41595,628242850780,THC BIOMED LTD,THC KISS,EDIBLES-BAKED GOODS,COOKIES,THC KISS COCOA BISCUIT,9 - 10 mg/unit,.001 - .001 mg/unit,13.5,g,2.33,12,27.96, 
,CANNABIS AVAILABLE,41596,628242850797,THC BIOMED LTD,THC KISS,EDIBLES-BAKED GOODS,COOKIES,THC KISS CINNAMON BISCUIT,9 - 10 mg/unit,.001 - .001 mg/unit,13.5,g,2.33,12,27.96, 
,CANNABIS AVAILABLE,41597,628242850803,THC BIOMED LTD,THC KISS,EDIBLES-BAKED GOODS,COOKIES,THC KISS SHORTBREAD BISCUIT,9 - 10 mg/unit,.001 - .001 mg/unit,13.5,g,2.33,12,27.96, 
,CANNABIS AVAILABLE,41722,628504385401,BREATHING GREEN SOLUTIONS INC,SKOSHA,DRIED FLOWER,PRE-ROLLED,DARTMOUTH KUSH PR3X0.5G,200 - 230 mg/g,1 - 10 mg/g,1.5,g,13.87,12,166.44, 
,CANNABIS AVAILABLE,41734,818386000114,BIOSCISION PHARMA INC,HWY 59 CANNABIS,VAPE,CARTRIDGE 510,GIMLI GLIDER - HYBRID,400 - 440 mg/unit,.001 - 12.5 mg/unit,0.5,g,17.99,24,431.76, 
,CANNABIS AVAILABLE,41735,818386000121,BIOSCISION PHARMA INC,HWY 59 CANNABIS,VAPE,CARTRIDGE 510,GIMLI GLIDER - HYBRID,800 - 880 mg/unit,.001 - 25 mg/unit,1,g,29.00,24,696, 
,CANNABIS AVAILABLE,41749,671148409705,ORGANIGRAM INC,EDISON,EXTRACTS INGESTED,LOZENGES,JOLTS MINTED SATIVA LOZENGES,100 - 100 mg/unit,.001 - 11.8 mg/unit,11.8,g,11.72,12,140.64, 
,CANNABIS AVAILABLE,41762,628242200912,AURORA CANNABIS ENTERPRISES (VANCOU,WHISTLER CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,SOUR JACK,230 - 290 mg/g,.3 - .6 mg/g,3.5,g,35.56,12,426.72, 
,CANNABIS AVAILABLE,41763,628582001538,AURORA CANNABIS ENTERPRISES (VANCOU,SAN RAFAEL '71,DRIED FLOWER,PRE-ROLLED,ROCKSTAR COOKIES PR3X0.5G,200 - 260 mg/g,.0007 - 10 mg/g,1.5,g,14.55,12,174.6, 
,CANNABIS AVAILABLE,41786,628634531082,WESTERN CANNABIS,WESTERN CANNABIS,DRIED FLOWER,WHOLE BUD/FLOWER,BRUCE BANNER,200 - 250 mg/g,.0003 - 50 mg/g,3.5,g,18.59,12,223.08,UPC CHANGE
,CANNABIS AVAILABLE,41796,800447000850,INDIVA INC,SLOW RIDE BAKERY,EDIBLES-BAKED GOODS,COOKIES,BIG CHOCOLATE COOKIE,10 - 10 mg/unit,.001 - .001 mg/unit,20,g,4.66,12,55.92, 
,CANNABIS AVAILABLE,41809,628242950114,EXPERION BIOTECHNOLOGIES,CITIZEN STASH,DRIED FLOWER,WHOLE BUD/FLOWER,SUNSET SHERBET,230 - 300 mg/g,.0003 - .0114 mg/g,3.5,g,27.97,12,335.64, 
,CANNABIS AVAILABLE,41810,842650000272,BZAM MANAGEMENT INC,TABLE TOP,DRIED FLOWER,WHOLE BUD/FLOWER,STICKY BUNS,200 - 260 mg/g,0 - 10 mg/g,28,g,72.68,6,436.08, 
,CANNABIS AVAILABLE,41811,842650000661,BZAM MANAGEMENT INC,TABLE TOP,DRIED FLOWER,WHOLE BUD/FLOWER,JUNGLE CAKE,160 - 210 mg/g,0 - 10 mg/g,28,g,72.68,6,436.08, 
,CANNABIS AVAILABLE,41813,827885009498,SUNDIAL GROWERS,PALMETTO,DRIED FLOWER,PRE-ROLLED,PLATINUM COOKIES PR10X0.5G,200 - 260 mg/g,1 - 1 mg/g,5,g,28.90,12,346.8, 
,CANNABIS AVAILABLE,41814,827885008422,SUNDIAL GROWERS,PALMETTO,DRIED FLOWER,PRE-ROLLED,ROMULAN PR10X0.5G,200 - 260 mg/g,1 - 1 mg/g,5,g,28.90,12,346.8, 
,CANNABIS AVAILABLE,41816,694144013332,APHRIA INC,GOOD SUPPLY,VAPE,CARTRIDGE 510,JEAN GUY LIQUID WAX 510 CART,318.75 - 431.25 mg/unit,.001 - 5 mg/unit,0.5,g,17.54,12,210.48, 
,CANNABIS AVAILABLE,41817,694144013356,APHRIA INC,SOLEI,VAPE,CARTRIDGE 510,WILD STRAW & LAVENDER FOG CART,680 - 920 mg/unit,.001 - 9.99 mg/unit,1,g,26.98,12,323.76, 
,CANNABIS AVAILABLE,41871,684945000280,WPCP LTD,KUSH KRAFT,VAPE,CARTRIDGE 510,DO-SI DOS VAPE CART,776 - 780 mg/unit,.001 - .1 mg/unit,1,g,28.18,20,563.6, 
,CANNABIS AVAILABLE,41899,628176417172,BOLD GROWTH INC,BOLD,VAPE,CARTRIDGE 510,GRAPE EXPLOSION VAPE CART 1G,800 - 900 mg/unit,.001 - .001 mg/unit,1,g,29.38,12,352.56, 
,CANNABIS AVAILABLE,41900,628176417165,BOLD GROWTH INC,BOLD,VAPE,CARTRIDGE 510,STRAWBERRY COUGH VAPE CART 1G,800 - 900 mg/unit,.001 - .001 mg/unit,1,g,29.38,12,352.56, 
,CANNABIS AVAILABLE,41902,684945000433,WPCP LTD,KUSH KRAFT,EXTRACTS INHALED,WAX,SLURRICANE SUGAR WAX,772 - 772 mg/unit,.001 - 10 mg/unit,1,g,33.56,12,402.72, 
,CANNABIS AVAILABLE,41911,628110792990,CHOKLAT INC,PHAT420,EDIBLES-CANDY/CHOCOLATE/CONFEC,CHOCOLATE-DARK,70% DARK CHOCOLATE,10 - 10 mg/unit,.001 - .001 mg/unit,25,g,3.01,24,72.24, 
,CANNABIS CBD AVAILABLE,41912,688083008238,CANOPY GROWTH CORPORATION,ACE VALLEY,EDIBLES-BEVERAGES LIQUID,SPARKLING TONIC/WATER (LIQ),ACE VALLEY DAYLIGHT,2.5 - 2.5 mg/unit,5 - 5 mg/unit,222,ml,3.18,12,38.16, 
,CANNABIS CBD AVAILABLE,41913,688083008245,CANOPY GROWTH CORPORATION,ACE VALLEY,EDIBLES-BEVERAGES LIQUID,SPARKLING TONIC/WATER (LIQ),ACE VALLEY MOONWAVE,2 - 2 mg/unit,10 - 10 mg/unit,222,ml,3.18,12,38.16, 
,CANNABIS AVAILABLE,41929,180889000213,GREENSEAL CANNABIS COMPANY LTD,GREENSEAL,DRIED FLOWER,WHOLE BUD/FLOWER,GORILLA BERRY 3.5 WHOLE FLOWER,220 - 280 mg/g,.0003 - 10 mg/g,3.5,g,20.61,12,247.32, 
,CANNABIS AVAILABLE,41930,180889000220,GREENSEAL CANNABIS COMPANY LTD,GREENSEAL,DRIED FLOWER,PRE-ROLLED,GORILLA BERRY  PR3X0.5G,220 - 280 mg/g,.0007 - 10 mg/g,1.5,g,10.21,24,245.04, 
,CANNABIS AVAILABLE,41953,628242300209,ACREAGE PHARMS LTD,PEERS,DRIED FLOWER,WHOLE BUD/FLOWER,SENSI STAR,170 - 240 mg/g,.0003 - 30 mg/g,3.5,g,19.21,12,230.52, 
,CANNABIS AVAILABLE,41957,628242300292,ACREAGE PHARMS LTD,PEERS,DRIED FLOWER,WHOLE BUD/FLOWER,SENSI STAR,170 - 240 mg/g,.0001 - 30 mg/g,7,g,29.63,12,355.56, 
,CANNABIS AVAILABLE,42003,688083008429,7ACRES,TWEED,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,XPRESS BERRY CITRUS BLAST,10 - 10 mg/unit,.001 - 5 mg/unit,25,g,4.95,12,59.4, 
,CANNABIS AVAILABLE,42004,688083008412,7ACRES,TWEED,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,XPRESS TROPICAL RUSH,10 - 10 mg/unit,.001 - 5 mg/unit,25,g,4.95,12,59.4, 
,CANNABIS AVAILABLE,42006,688083008436,7ACRES,DEEP SPACE,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,XPRESS GUMMIES,10 - 10 mg/unit,.001 - 1 mg/unit,5,g,5.65,12,67.8, 
,CANNABIS AVAILABLE,42007,688083008443,7ACRES,DEEP SPACE,EDIBLES-CANDY/CHOCOLATE/CONFEC,CANDIES-GEL,XPRESS LIMON SPLASHDOWN,10 - 10 mg/unit,.001 - 1 mg/unit,5,g,5.65,12,67.8, 
,CANNABIS AVAILABLE,42016,628242510660,7ACRES,HIWAY,DRIED FLOWER,PRE-ROLLED,HIWAY SATIVA PR2X1G,120 - 180 mg/g,.0005 - 10 mg/g,2,g,8.39,24,201.36, 
,CANNABIS AVAILABLE,42044,628110792969,CHOKLAT INC,PHAT420,EDIBLES-CANDY/CHOCOLATE/CONFEC,CHOCOLATE-DARK,DARK CHOCOLATE W/ALMONDS,10 - 10 mg/unit,.001 - .001 mg/unit,30,g,3.01,24,72.24, 
,CANNABIS AVAILABLE,42046,628110792952,CHOKLAT INC,PHAT420,EDIBLES-CANDY/CHOCOLATE/CONFEC,CHOCOLATE-DARK,DARK CHOCOLATE W/SKOR BITS,10 - 10 mg/unit,.001 - .001 mg/unit,30,g,3.01,24,72.24, 
