SKU,Product_Name,Brand_Name,BC_INDIGENOUS_PRODUCT,SubCategory,Class,Origin_Country,Origin_Region,Origin_SubRegion,SU_Qty_In_Each_Case,SU_CODE,SU_CODE_TYPE,CASE_CODE,CASE_CODE_TYPE,SU_product_net_size,SU_product_net_size_uom,SU_volume_equivalency,SU_volume_equivalency_UOM,CASE_WEIGHT,CASE_WEIGHT_UOM,Strain,Species,PER_ACTIVATION_CBD_MAX,PER_ACTIVATION_CBD_MIN,PER_ACTIVATION_CBD_UOM,PER_ACTIVATION_THC_MAX,PER_ACTIVATION_THC_MIN,PER_ACTIVATION_THC_UOM,PER_DISCRETE_UNIT_CBD_MAX,PER_DISCRETE_UNIT_CBD_MIN,PER_DISCRETE_UNIT_CBD_UOM,PER_DISCRETE_UNIT_THC_MAX,PER_DISCRETE_UNIT_THC_MIN,PER_DISCRETE_UNIT_THC_UOM,PER_RETAIL_UNIT_CBD_MAX,PER_RETAIL_UNIT_CBD_MIN,PER_RETAIL_UNIT_CBD_UOM,PER_RETAIL_UNIT_THC_MAX,PER_RETAIL_UNIT_THC_MIN,PER_RETAIL_UNIT_THC_UOM,Extraction_Process,Packaging_Material,Consumption_Method,Harvesting_Method,Growing_Method,Terpene_1_Type,Terpene_2_Type,Terpene_3_Type,Number_of_consumer_items,Consumer_item_size,Consumer_item_size_uom,Ecomm_Short_Description,Ecomm_Long_Description
1002179,THC SATIVA PRE-ROLL,ACES,N,Pre-roll,Sativa,Canada,Alberta,Edmonton,48,00629108010140,GTIN,70629108010019,GTIN,2.5,GRAM,2.5,GRAM,1780,GRAM,,SATIVA,,,,,,,,,,,,,10,1,mg/g,220,120,mg/g,,WALL_PAPER_2,,,HYBRID_GREENHOUSE,PINENE,TERPINEOL,MYRCENE,5,0.5,GRAM,Convenient pre-rolls made using high-quality milled sativa flower.,"Handmade using finely milled flower wrapped in rolling paper, the five pre-rolls in this pack are made from curated flower from sativa strains. A cross between Blue Dream and Chocolope."
1002187,THC INDICA PRE-ROLL,ACES,N,Pre-roll,Indica,Canada,Alberta,Edmonton,48,00629108013141,GTIN,70629108013010,GTIN,1,GRAM,1,GRAM,1320,GRAM,,INDICA,,,,,,,,,,,,,10,1,mg/g,220,120,mg/g,,WALL_PAPER_2,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,GUAIOL,2,0.5,GRAM,Convenient pre-rolls made using high-quality milled indica flower.,"Handmade using finely milled flower wrapped in rolling paper, the two pre-rolls in this pack are made from curated flower from indica strains. A cross between MK Ultra and Grandaddy Purple."
1002195,THC INDICA PRE-ROLL,ACES,N,Pre-roll,Indica,Canada,Alberta,Edmonton,48,00629108014148,GTIN,70629108014017,GTIN,2.5,GRAM,2.5,GRAM,1780,GRAM,,INDICA,,,,,,,,,,,,,10,1,mg/g,220,120,mg/g,,WALL_PAPER_2,,,HYBRID_GREENHOUSE,MYRCENE,CARYOPHYLLENE,GUAIOL,5,0.5,GRAM,Convenient pre-rolls made using high-quality milled indica flower.,"Handmade using finely milled flower wrapped in rolling paper, the five pre-rolls in this pack are made from curated flower from indica strains. A cross between MK Ultra and Grandaddy Purple."
1002203,BLUE DREAM,Aurora,N,Flower,Sativa,Canada,Alberta,Edmonton,48,00629108017149,GTIN,70629108017018,GTIN,1,GRAM,1,GRAM,2240,GRAM,BLUE DREAM,SATIVA,,,,,,,,,,,,,1,0,mg/g,240,160,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,PINENE,MYRCENE,CARYOPHYLLENE,1,1,GRAM,Aroma of sweet blueberry pie.,"Blue Dream is a strain derived from the indica Blueberry and the sativa Haze. Blue Dream has large, dense buds that are light green with rich blue undertones, highlighted by amber and blue hairs. The buds are coated with a fine layer of sandy, white trichomes and a sticky resin. Blue Dream contains the terpene pinene, which has a subtle pine scent alongside the classic aroma of blueberry pie."
1002211,BLUE DREAM,Aurora,N,Flower,Sativa,Canada,Alberta,Edmonton,24,00629108018146,GTIN,50629108018011,GTIN,3.5,GRAM,3.5,GRAM,1540,GRAM,BLUE DREAM,SATIVA,,,,,,,,,,,,,1,0,mg/g,240,160,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,PINENE,MYRCENE,CARYOPHYLLENE,1,3.5,GRAM,Aroma of sweet blueberry pie.,"Blue Dream is a strain derived from the indica Blueberry and the sativa Haze. Blue Dream has large, dense buds that are light green with rich blue undertones, highlighted by amber and blue hairs. The buds are coated with a fine layer of sandy, white trichomes and a sticky resin. Blue Dream contains the terpene pinene, which has a subtle pine scent alongside the classic aroma of blueberry pie."
1002229,BLUE DREAM,Aurora,N,Flower,Sativa,Canada,Alberta,Edmonton,24,00629108019143,GTIN,50629108019018,GTIN,7,GRAM,7,GRAM,1660,GRAM,BLUE DREAM,SATIVA,,,,,,,,,,,,,1,0,mg/g,240,160,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,PINENE,MYRCENE,CARYOPHYLLENE,1,7,GRAM,Aroma of sweet blueberry pie.,"Blue Dream is a strain derived from the indica Blueberry and the sativa Haze. Blue Dream has large, dense buds that are light green with rich blue undertones, highlighted by amber and blue hairs. The buds are coated with a fine layer of sandy, white trichomes and a sticky resin. Blue Dream contains the terpene pinene, which has a subtle pine scent alongside the classic aroma of blueberry pie."
1002237,TEMPLE,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,48,00629108021146,GTIN,70629108021015,GTIN,1,GRAM,1,GRAM,2240,GRAM,CANNATONIC,HYBRID,,,,,,,,,,,,,180,80,mg/g,20,0,mg/g,,WALL_PAPER_2,,,HYBRID_GREENHOUSE,MYRCENE,TERPINEOL,,1,1,GRAM,"Subtly earthy aromatics with a mild, sweet, gentle citrus flavour.","Temple (Cannatonic) yields smaller, dark green buds with hints of purple, which are accented by orange hairs. This strain is a cross between MK Ultra and G13 Haze, and offers a slightly earthy scent with a mild, sweet and vaguely citrusy flavour. The primary terpene of this strain is myrcene."
1002245,TEMPLE,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,24,00629108022143,GTIN,50629108022018,GTIN,3.5,GRAM,3.5,GRAM,1580,GRAM,CANNATONIC,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,TERPINEOL,,1,3.5,GRAM,"Subtly earthy aromatics with a mild, sweet, gentle citrus flavour.","Temple (Cannatonic) yields smaller, dark green buds with hints of purple, which are accented by orange hairs. This strain is a cross between MK Ultra and G13 Haze, and offers a slightly earthy scent with a mild, sweet and vaguely citrusy flavour. The primary terpene of this strain is myrcene."
1002252,TEMPLE,Aurora,N,Flower,Hybrid,Canada,Alberta,Edmonton,24,00629108023140,GTIN,50629108023015,GTIN,7,GRAM,7,GRAM,1666,GRAM,CANNATONIC,HYBRID,,,,,,,,,,,,,,,,,,,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,TERPINEOL,,1,7,GRAM,"Subtly earthy aromatics with a mild, sweet, gentle citrus flavour.","Temple (Cannatonic) yields smaller, dark green buds with hints of purple, which are accented by orange hairs. This strain is a cross between MK Ultra and G13 Haze, and offers a slightly earthy scent with a mild, sweet and vaguely citrusy flavour. The primary terpene of this strain is myrcene."
1002260,MK ULTRA,Aurora,N,Flower,Indica,Canada,Alberta,Edmonton,48,00629108033149,GTIN,70629108033018,GTIN,1,GRAM,1,GRAM,2240,GRAM,MK ULTRA,INDICA,,,,,,,,,,,,,1,0,mg/g,250,170,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,LIMONENE,,1,1,GRAM,Dense flowers with the pungent aromas of earth and wood.,"MK Ultra is a high-THC indica blend that is hybrid of OG Kush and G-13. Grown indoors, MK Ultra is a short plant that produces dense flowers that are so resinous and sticky they appear crystalline. This plant has a pungent odour that can be characterized as a mixture of pine, earth and diesel."
1002278,MK ULTRA,Aurora,N,Flower,Indica,Canada,Alberta,Edmonton,24,00629108034146,GTIN,50629108034011,GTIN,3.5,GRAM,3.5,GRAM,1560,GRAM,MK ULTRA,INDICA,,,,,,,,,,,,,1,0,mg/g,250,170,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,LIMONENE,CARYOPHYLLENE,1,3.5,GRAM,Dense flower with the pungent aromas of earth and wood.,"MK Ultra is a high-THC indica blend that is hybrid of OG Kush and G-13. Grown indoors, MK Ultra is a short plant that produces dense flowers that are so resinous and sticky they appear crystalline. This plant has a pungent odour that can be characterized as a mixture of pine, earth and diesel."
1002286,MK ULTRA,Aurora,N,Flower,Indica,Canada,Alberta,Edmonton,24,00629108035143,GTIN,50629108035018,GTIN,7,GRAM,7,GRAM,1666,GRAM,MK ULTRA,INDICA,,,,,,,,,,,,,1,0,mg/g,250,170,mg/g,,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,MYRCENE,LIMONENE,CARYOPHYLLENE,1,7,GRAM,Dense flower with the pungent aromas of earth and wood.,"MK Ultra is a high-THC indica blend that is hybrid of OG Kush and G-13. Grown indoors, MK Ultra is a short plant that produces dense flowers that are so resinous and sticky they appear crystalline. This plant has a pungent odour that can be characterized as a mixture of pine, earth and diesel."
1002294,CBD DROPS,Aurora,N,Ingestible Extracts,Oils and Tinctures,Canada,Alberta,Cremona,12,00629108500146,GTIN,30629108500017,GTIN,30,MILLILITER,6,GRAM,468,GRAM,CBD DROPS,HYBRID,,,,,,,,,,,,,28.75,21.25,mg/g,1.15,0.85,mg/g,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,1,30,MILLILITER,Amber-coloured ingestible oil with a velvety smooth texture.,"Created by hand in small batches, this certified organic cannabis oil is produced without the use of chemicals and solvents using a process that preserves terpene and flavour profile."
1002302,CBD CAPSULES,Aurora,N,Ingestible Extracts,Capsule and Pills,Canada,Alberta,Cremona,12,00629108501143,GTIN,30629108501014,GTIN,30,EACH,3,GRAM,540,GRAM,,HYBRID,,,,,,,10,7,mg,,,,,,,60,0,mg,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,30,1,EACH,Thirty capsules with 10mg of CBD each.,"These size-0 capsules are created using a state-of-the-art CO2 extraction process. The concentrated cannabis extract is then diluted to the optimal concentration in MCT (Medium-Chain Triglyceride) oil. The final product is a fragrant, amber-coloured ingestible oil with a smooth texture."
1002310,1:1 INDICA DROPS,Aurora,N,Ingestible Extracts,Oils and Tinctures,Canada,Alberta,Cremona,12,00629108502140,GTIN,30629108502011,GTIN,30,MILLILITER,6,GRAM,740,GRAM,,INDICA,,,,,,,,,,,,,,,,,,,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,1,30,MILLILITER,"Indica-dominant, balanced CBD/THC oil.",Ingestible 1:1 oil made from select indica and high-CBD strains using a state-of-the-art CO2 extraction process. The concentrated extract is then diluted to the optimal concentration in MCT (Medium-Chain Triglyceride) oil. The final product is an amber-coloured ingestible oil with a smooth texture. There is a natural scent and mild earthy flavour to the oil.
1002328,1:1 SATIVA DROPS,Aurora,N,Ingestible Extracts,Oils and Tinctures,Canada,Alberta,Cremona,12,00629108503147,GTIN,30629108503018,GTIN,30,MILLILITER,6,GRAM,468,GRAM,,SATIVA,,,,,,,,,,,,,,,,,,,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,1,30,MILLILITER,"Sativa-dominant, balanced THC/CBD oil.",Ingestible 1:1 oil made from select sativa and high-CBD strains using a state-of-the-art CO2 extraction process. The concentrated extract is then diluted to the optimal concentration in MCT (Medium-Chain Triglyceride) oil. The final product is an amber-coloured ingestible oil with a smooth texture. There is a natural scent and mild earthy flavour to the oil.
1002336,INDICA DROPS,Aurora,N,Ingestible Extracts,Oils and Tinctures,Canada,Alberta,Cremona,12,00629108504144,GTIN,30629108504015,GTIN,30,MILLILITER,6,GRAM,468,GRAM,INDICA DROPS,INDICA,,,,,,,,,,,,,,,,,,,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,1,30,MILLILITER,"High-THC, indica-dominant oil.","Ingestible high-THC oil, made from select indica strains using a state-of-the-art CO2 extraction process. The concentrated extract is then diluted to the optimal concentration in MCT (Medium-Chain Triglyceride) oil. The final product is an amber-coloured ingestible oil with a smooth texture. There is a natural scent and mild earthy flavour to the oil."
1002344,SATIVA DROPS,Aurora,N,Ingestible Extracts,Oils and Tinctures,Canada,Alberta,Cremona,12,00629108505141,GTIN,30629108505012,GTIN,30,MILLILITER,6,GRAM,468,GRAM,SATIVA DROPS,SATIVA,,,,,,,,,,,,,20.13,14.88,mg/g,14.38,10.63,mg/g,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,1,30,MILLILITER,Amber-coloured ingestible oil with a velvety smooth texture.,These ingestible sativa drops are created by carefully extracting the cannabinoids and terpenes from sativa strains using a state-of-the-art CO2 extraction process. The concentrated extract is then diluted to the optimal concentration in MCT (Medium-Chain Triglyceride) oil by an in-house team. The final product is an amber-coloured ingestible oil with a velvety smooth texture. There is a natural scent and very mild earthy flavour to the oil.
1002351,INDICA CAPSULES,Aurora,N,Ingestible Extracts,Capsule and Pills,Canada,Alberta,Cremona,12,00629108506148,GTIN,30629108506019,GTIN,30,EACH,3,GRAM,540,GRAM,MK ULTRA,INDICA,,,,,,,,,,,,,,,,,,,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,30,1,EACH,Thirty indica-dominant capsules with 8.5mg of THC each.,"Capsules are a convenient, no-mess way to consume. The capsules are created by carefully extracting the cannabinoids and terpenes from select indica strains using a state-of-the-art CO2 extraction process. The concentrated extract is then diluted to the optimal concentration in MCT (Medium-Chain Triglyceride) oil. The final product is a fragrant, amber-coloured ingestible oil with a velvety smooth texture that has been put into a size-0 capsule for consumption."
1002369,SATIVA CAPSULES,Aurora,N,Ingestible Extracts,Capsule and Pills,Canada,Alberta,Cremona,12,00629108507145,GTIN,30629108507016,GTIN,30,EACH,3,GRAM,540,GRAM,BLUE DREAM X CHOCOLOPE,SATIVA,,,,,,,,,,,,,,,,,,,CO2,POLYETHYLENE_TEREP,,,HYBRID_GREENHOUSE,HUMULENE,NEROLIDOL,,30,1,EACH,Thirty sativa-dominant capsules with 8.5mg THC each.,"Capsules are a convenient, no-mess way to consume. The capsules are created by carefully extracting the cannabinoids and terpenes from select indica strains using a state-of-the-art CO2 extraction process. The concentrated extract is then diluted to the optimal concentration in MCT (Medium-Chain Triglyceride) oil. The final product is a fragrant, amber-coloured ingestible oil with a velvety smooth texture that has been put into a size-0 capsule for consumption."
1002377,RENEW PRE-ROLL,Solei,N,Pre-roll,Indica,Canada,Ontario,Leamington,48,00694144000011,GTIN,20694144000015,GTIN,0.5,GRAM,0.5,GRAM,1480,GRAM,ALIEN DAWG,INDICA,,,,,,,,,,,,,9.9,0,mg/g,260,160,mg/g,,POLYPROPYLENE,,,GREENHOUSE,LIMONENE,CARYOPHYLLENE,MYRCENE,1,0.5,GRAM,"Whole flower pre-rolls, skillfully crafted with all-natural papers.","Solei Renew (Alien Dawg) is a pungent, high-THC cross of Chemdawg and Alien Technology parent strains.  These pre-rolls are crafted with all-natural papers."
1002385,BALANCE PRE-ROLL,Solei,N,Pre-roll,Indica,Canada,Ontario,Leamington,48,00694144000028,GTIN,20694144000022,GTIN,0.5,GRAM,0.5,GRAM,1520,GRAM,NORDLE,INDICA,,,,,,,,,,,,,145,45,mg/g,125,25,mg/g,,POLYPROPYLENE,,,GREENHOUSE,LIMONENE,MYRCENE,CARYOPHYLLENE,1,0.5,GRAM,"Whole flower pre-rolls, skillfully crafted with all-natural papers.",Solei Balance (Nordle) pre-rolls are crafted with all-natural papers.
1002393,"""FREE"" PRE-ROLL",Solei,N,Pre-roll,Sativa,Canada,Ontario,Leamington,48,00694144000042,GTIN,20694144000046,GTIN,0.5,GRAM,0.5,GRAM,920,GRAM,TREASURE ISLAND,SATIVA,,,,,,,,,,,,,200,100,mg/g,19.9,0,mg/g,,POLYPROPYLENE,,,GREENHOUSE,CARYOPHYLLENE,PINENE,MYRCENE,1,0.5,GRAM,"Whole flower pre-rolls, skillfully crafted with all-natural papers.",Solei Free pre-rolls feature the high-CBD Treasure Island strain. These pre-rolls are crafted with all-natural papers.
1002401,SENSE PRE-ROLL,Solei,N,Pre-roll,Hybrid,Canada,Ontario,Leamington,48,00694144000059,GTIN,20694144000053,GTIN,0.5,GRAM,0.5,GRAM,960,GRAM,SOUR KUSH,HYBRID,,,,,,,,,,,,,9.9,0,mg/g,250,150,mg/g,,POLYPROPYLENE,,,GREENHOUSE,MYRCENE,LIMONENE,CARYOPHYLLENE,1,0.5,GRAM,"Whole flower pre-rolls, skillfully crafted with all-natural papers.","Solei Sense (Sour Kush) features green buds with vibrant orange hues, that contain flavour notes of citrus. These pre-rolls are crafted with all-natural papers."
1002419,GATHER PRE-ROLL,Solei,N,Pre-roll,Sativa,Canada,Ontario,Leamington,48,00694144000066,GTIN,20694144000060,GTIN,0.5,GRAM,0.5,GRAM,980,GRAM,JACK HERER,SATIVA,,,,,,,,,,,,,9.9,0,mg/g,240,140,mg/g,,POLYPROPYLENE,,,GREENHOUSE,PINENE,CARYOPHYLLENE,MYRCENE,1,0.5,GRAM,"Whole flower pre-rolls, skillfully crafted with all-natural papers.",Solei Gather pre-rolls feature the sativa-dominant Jack Herer strain. These pre-rolls are crafted with all-natural papers.
1002427,RENEW,Solei,N,Flower,Indica,Canada,Ontario,Leamington,48,00694144000127,GTIN,20694144000121,GTIN,1,GRAM,1,GRAM,460,GRAM,ALIEN DAWG,INDICA,,,,,,,,,,,,,9.9,0,mg/g,260,160,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,LIMONENE,CARYOPHYLLENE,MYRCENE,1,1,GRAM,"Solei flowers are perfectly flowered, sun-grown to the highest quality in an eco-friendly environment and harvested at just the right moment.","Solei Renew (Alien Dawg) is a pungent, high-THC cross of Chemdawg and Alien Technology parent strains. Featuring bright green hues with a spicy citrus aroma, Solei Renew is sun-grown in an eco-friendly environment, and is harvested when the trichomes are fully developed."
1002435,"""FREE""",Solei,N,Flower,Sativa,Canada,Ontario,Leamington,48,00694144000158,GTIN,20694144000152,GTIN,1,GRAM,1,GRAM,460,GRAM,TREASURE ISLAND,SATIVA,,,,,,,,,,,,,200,100,mg/g,19.9,0,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,CARYOPHYLLENE,PINENE,MYRCENE,1,1,GRAM,"Solei flowers are perfectly flowered, sun-grown to the highest quality in an eco-friendly environment and harvested at just the right moment.","Solei Free features the high-CBD Treasure Island strain. With rich green hues and spicy notes, Solei Free is sun-grown in an eco-friendly environment and harvested at the peak of trichome development."
1002443,SENSE,Solei,N,Flower,Hybrid,Canada,Ontario,Leamington,48,00694144000165,GTIN,20694144000169,GTIN,1,GRAM,1,GRAM,580,GRAM,SOUR KUSH,HYBRID,,,,,,,,,,,,,9.9,0,mg/g,250,150,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,MYRCENE,LIMONENE,CARYOPHYLLENE,1,1,GRAM,"Perfectly flowered, sun-grown flowers, harvested at just the right moment.","Solei Sense (Sour Kush) features green buds with vibrant orange hues, that contain flavour notes of citrus. These flowers are sun-grown in an eco-friendly environment, and are harvested when the trichomes are fully developed."
1002450,RENEW,Solei,N,Flower,Indica,Canada,Ontario,Leamington,24,00694144000189,GTIN,20694144000183,GTIN,3.5,GRAM,3.5,GRAM,2260,GRAM,ALIEN DAWG,INDICA,,,,,,,,,,,,,9.9,0,mg/g,260,160,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,LIMONENE,CARYOPHYLLENE,MYRCENE,1,3.5,GRAM,"Solei flowers are perfectly flowered, sun-grown to the highest quality in an eco-friendly environment and harvested at just the right moment.","Solei Renew (Alien Dawg) is a pungent, high-THC cross of Chemdawg and Alien Technology parent strains. Featuring bright green hues with a spicy citrus aroma, Solei Renew is sun-grown in an eco-friendly environment, and is harvested when the trichomes are fully developed."
1002468,"""FREE""",Solei,N,Flower,Sativa,Canada,Ontario,Leamington,24,00694144000219,GTIN,20694144000213,GTIN,3.5,GRAM,3.5,GRAM,2240,GRAM,TREASURE ISLAND,SATIVA,,,,,,,,,,,,,200,100,mg/g,19.9,0,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,CARYOPHYLLENE,PINENE,MYRCENE,1,3.5,GRAM,"Solei flowers are perfectly flowered, sun-grown to the highest quality in an eco-friendly environment and harvested at just the right moment.","Solei Free features the high-CBD Treasure Island strain. With rich green hues and spicy notes, Solei Free is sun-grown in an eco-friendly environment and harvested at the peak of trichome development."
1002476,SENSE,Solei,N,Flower,Hybrid,Canada,Ontario,Leamington,24,00694144000226,GTIN,20694144000220,GTIN,3.5,GRAM,3.5,GRAM,2200,GRAM,SOUR KUSH,HYBRID,,,,,,,,,,,,,9.9,0,mg/g,250,150,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,MYRCENE,LIMONENE,CARYOPHYLLENE,1,3.5,GRAM,"Perfectly flowered, sun-grown flowers, harvested at just the right moment.","Solei Sense (Sour Kush) features green buds with vibrant orange hues, that contain flavour notes of citrus. These flowers are sun-grown in an eco-friendly environment, and are harvested when the trichomes are fully developed."
1002484,RENEW,Solei,N,Flower,Indica,Canada,Ontario,Leamington,12,00694144000240,GTIN,20694144000244,GTIN,7,GRAM,7,GRAM,1580,GRAM,ALIEN DAWG,INDICA,,,,,,,,,,,,,9.9,0,mg/g,260,160,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,LIMONENE,CARYOPHYLLENE,MYRCENE,1,7,GRAM,Indica-dominant sungrown flower.,"Solei Renew (Alien Dawg) is a pungent, high-THC cross of Chemdawg and Alien Technology parent strains. Featuring bright green hues with a spicy citrus aroma, Solei Renew is sun-grown in an eco-friendly environment, and is harvested when the trichomes are fully developed."
1002492,"""FREE""",Solei,N,Flower,Sativa,Canada,Ontario,Leamington,12,00694144000288,GTIN,20694144000282,GTIN,7,GRAM,7,GRAM,1.5512,KILOGRAM,TREASURE ISLAND,SATIVA,,,,,,,,,,,,,200,100,mg/g,19.9,0,mg/g,,POLYETHYLENE_TEREP,,,GREENHOUSE,CARYOPHYLLENE,PINENE,MYRCENE,1,7,GRAM,"Solei flowers are perfectly flowered, sun-grown to the highest quality in an eco-friendly environment and harvested at just the right moment.","Solei Free features the high-CBD Treasure Island strain. With rich green hues and spicy notes, Solei Free is sun-grown in an eco-friendly environment and harvested at the peak of trichome development."
